list_cat	KOG_id	kog_des
E	KOG2467	Amino acid transport and metabolism 
E	KOG2790	Amino acid transport and metabolism 
E	KOG0456	Amino acid transport and metabolism 
E	KOG1359	Amino acid transport and metabolism 
E	KOG4492	Amino acid transport and metabolism 
E	KOG2616	Amino acid transport and metabolism 
E	KOG1401	Amino acid transport and metabolism 
E	KOG2663	Amino acid transport and metabolism 
E	KOG1591	Amino acid transport and metabolism 
E	KOG1430	Amino acid transport and metabolism 
E	KOG4303	Amino acid transport and metabolism 
E	KOG1448	Amino acid transport and metabolism 
E	KOG3568	Amino acid transport and metabolism 
E	KOG0975	Amino acid transport and metabolism 
E	KOG0633	Amino acid transport and metabolism 
E	KOG0630	Amino acid transport and metabolism 
E	KOG2964	Amino acid transport and metabolism 
E	KOG3023	Amino acid transport and metabolism 
E	KOG0785	Amino acid transport and metabolism 
E	KOG1537	Amino acid transport and metabolism 
E	KOG2619	Amino acid transport and metabolism 
E	KOG4050	Amino acid transport and metabolism 
E	KOG1047	Amino acid transport and metabolism 
E	KOG3715	Amino acid transport and metabolism 
E	KOG1593	Amino acid transport and metabolism 
E	KOG0258	Amino acid transport and metabolism 
E	KOG1303	Amino acid transport and metabolism 
E	KOG1615	Amino acid transport and metabolism 
E	KOG1305	Amino acid transport and metabolism 
E	KOG0062	Amino acid transport and metabolism 
E	KOG0026	Amino acid transport and metabolism 
E	KOG1250	Amino acid transport and metabolism 
E	KOG1046	Amino acid transport and metabolism 
E	KOG2367	Amino acid transport and metabolism 
E	KOG1395	Amino acid transport and metabolism 
E	KOG1549	Amino acid transport and metabolism 
E	KOG2352	Amino acid transport and metabolism 
E	KOG1252	Amino acid transport and metabolism 
E	KOG3266	Amino acid transport and metabolism 
E	KOG0141	Amino acid transport and metabolism 
E	KOG0280	Amino acid transport and metabolism 
E	KOG2413	Amino acid transport and metabolism 
E	KOG0454	Amino acid transport and metabolism 
E	KOG2551	Amino acid transport and metabolism 
E	KOG0506	Amino acid transport and metabolism 
E	KOG1368	Amino acid transport and metabolism 
E	KOG1383	Amino acid transport and metabolism 
E	KOG1562	Amino acid transport and metabolism 
E	KOG2596	Amino acid transport and metabolism 
E	KOG1504	Amino acid transport and metabolism 
E	KOG4440	Amino acid transport and metabolism 
E	KOG1579	Amino acid transport and metabolism 
E	KOG2380	Amino acid transport and metabolism 
E	KOG1706	Amino acid transport and metabolism 
E	KOG1592	Amino acid transport and metabolism 
E	KOG1438	Amino acid transport and metabolism 
E	KOG2250	Amino acid transport and metabolism 
E	KOG1441	Amino acid transport and metabolism 
E	KOG1223	Amino acid transport and metabolism 
E	KOG2348	Amino acid transport and metabolism 
E	KOG2276	Amino acid transport and metabolism 
E	KOG2263	Amino acid transport and metabolism 
E	KOG1417	Amino acid transport and metabolism 
E	KOG2275	Amino acid transport and metabolism 
E	KOG2526	Amino acid transport and metabolism 
E	KOG4166	Amino acid transport and metabolism 
E	KOG2040	Amino acid transport and metabolism 
E	KOG2455	Amino acid transport and metabolism 
E	KOG4311	Amino acid transport and metabolism 
E	KOG1304	Amino acid transport and metabolism 
E	KOG2436	Amino acid transport and metabolism 
E	KOG1316	Amino acid transport and metabolism 
E	KOG1709	Amino acid transport and metabolism 
E	KOG2575	Amino acid transport and metabolism 
E	KOG1481	Amino acid transport and metabolism 
E	KOG1251	Amino acid transport and metabolism 
F	KOG3728	Nucleotide transport and metabolism 
F	KOG3327	Nucleotide transport and metabolism 
F	KOG1097	Nucleotide transport and metabolism 
F	KOG2835	Nucleotide transport and metabolism 
F	KOG3370	Nucleotide transport and metabolism 
F	KOG2584	Nucleotide transport and metabolism 
F	KOG3985	Nucleotide transport and metabolism 
F	KOG0572	Nucleotide transport and metabolism 
F	KOG3008	Nucleotide transport and metabolism 
F	KOG0707	Nucleotide transport and metabolism 
F	KOG3222	Nucleotide transport and metabolism 
F	KOG3127	Nucleotide transport and metabolism 
F	KOG0888	Nucleotide transport and metabolism 
F	KOG3179	Nucleotide transport and metabolism 
F	KOG2555	Nucleotide transport and metabolism 
F	KOG3347	Nucleotide transport and metabolism 
F	KOG3367	Nucleotide transport and metabolism 
F	KOG1292	Nucleotide transport and metabolism 
F	KOG0036	Nucleotide transport and metabolism 
F	KOG1503	Nucleotide transport and metabolism 
F	KOG0430	Nucleotide transport and metabolism 
