mean_binary_idx	mRNA
01	PE_Scaf10464_3.12
00	PE_Scaf10464_3.15
00	PE_Scaf10464_3.8
00	PE_Scaf10467_0.2
11	PE_Scaf10471_1.10
11	PE_Scaf10471_1.7
00	PE_Scaf10471_1.8
01	PE_Scaf10471_1.9
11	PE_Scaf10471_2.7
NA1	PE_Scaf10475_0.2
00	PE_Scaf10479_1.3
00	PE_Scaf10479_2.0
10	PE_Scaf10479_2.6
01	PE_Scaf10479_3.4
NA1	PE_Scaf10480_0.1
11	PE_Scaf10480_0.3
11	PE_Scaf10482_0.1
11	PE_Scaf10482_1.3
00	PE_Scaf10482_2.0
00	PE_Scaf10482_2.1
11	PE_Scaf10482_2.11
00	PE_Scaf10482_2.2
00	PE_Scaf10482_2.5
NA1	PE_Scaf10484_0.0
11	PE_Scaf10484_0.10
11	PE_Scaf10484_0.12
11	PE_Scaf10484_0.8
00	PE_Scaf10488_0.0
NA0	PE_Scaf10488_0.4
NA0	PE_Scaf10488_0.5
00	PE_Scaf10490_0.1
00	PE_Scaf10491_0.5
00	PE_Scaf10491_1.1
00	PE_Scaf10491_3.7
NA0	PE_Scaf10496_0.2
00	PE_Scaf10498_0.1
00	PE_Scaf10498_0.2
11	PE_Scaf10498_0.5
01	PE_Scaf10499_1.2
00	PE_Scaf10499_2.5
00	PE_Scaf10499_3.0
00	PE_Scaf10499_3.6
00	PE_Scaf10499_3.7
00	PE_Scaf1050_0.2
00	PE_Scaf10501_0.1
0NA	PE_Scaf10501_0.2
00	PE_Scaf10501_1.0
10	PE_Scaf10501_1.4
01	PE_Scaf10501_2.3
11	PE_Scaf10501_2.4
11	PE_Scaf10501_3.7
00	PE_Scaf10501_3.9
01	PE_Scaf10502_1.3
11	PE_Scaf10502_1.9
00	PE_Scaf10502_2.11
00	PE_Scaf10502_2.16
01	PE_Scaf10502_2.18
00	PE_Scaf10502_2.19
NA0	PE_Scaf10509_0.2
11	PE_Scaf10509_1.3
11	PE_Scaf10509_2.0
11	PE_Scaf10509_2.1
00	PE_Scaf10509_3.7
11	PE_Scaf10509_3.8
00	PE_Scaf10510_1.4
00	PE_Scaf10510_1.5
11	PE_Scaf10514_3.3
11	PE_Scaf10514_3.4
11	PE_Scaf10516_0.5
NA1	PE_Scaf10516_0.6
00	PE_Scaf10519_0.7
00	PE_Scaf10519_0.9
00	PE_Scaf1052_0.7
NA1	PE_Scaf10521_1.4
11	PE_Scaf10521_2.0
00	PE_Scaf10521_2.4
10	PE_Scaf10521_3.4
11	PE_Scaf10521_4.6
01	PE_Scaf10521_4.7
11	PE_Scaf10521_4.8
00	PE_Scaf10525_1.6
11	PE_Scaf10525_2.0
11	PE_Scaf10525_2.4
11	PE_Scaf10525_4.0
00	PE_Scaf10525_6.2
11	PE_Scaf10525_7.14
00	PE_Scaf10525_7.15
01	PE_Scaf10525_7.16
11	PE_Scaf10525_7.18
00	PE_Scaf10527_0.10
00	PE_Scaf10527_0.12
11	PE_Scaf10527_0.9
01	PE_Scaf10532_1.6
00	PE_Scaf10532_1.7
11	PE_Scaf10532_2.6
00	PE_Scaf10532_3.10
11	PE_Scaf10532_3.7
11	PE_Scaf10532_3.8
01	PE_Scaf10532_3.9
01	PE_Scaf10532_4.3
11	PE_Scaf10532_5.0
01	PE_Scaf10532_5.11
01	PE_Scaf10532_5.15
NA1	PE_Scaf10532_5.17
11	PE_Scaf10532_5.9
11	PE_Scaf10534_0.0
11	PE_Scaf10534_0.2
11	PE_Scaf10535_0.1
11	PE_Scaf10535_0.5
01	PE_Scaf10535_0.6
01	PE_Scaf10535_1.10
00	PE_Scaf10535_1.11
11	PE_Scaf10535_1.3
00	PE_Scaf10536_0.1
NANA	PE_Scaf10537_0.2
10	PE_Scaf10537_0.5
00	PE_Scaf10538_0.2
11	PE_Scaf1054_0.0
00	PE_Scaf10540_0.2
11	PE_Scaf10541_1.2
00	PE_Scaf10541_2.0
01	PE_Scaf10541_2.3
0NA	PE_Scaf10541_3.0
00	PE_Scaf10541_3.1
00	PE_Scaf10541_3.9
00	PE_Scaf10541_4.0
11	PE_Scaf10541_5.16
01	PE_Scaf10541_5.4
01	PE_Scaf10541_5.5
10	PE_Scaf10543_0.3
11	PE_Scaf10543_0.4
01	PE_Scaf10543_0.5
00	PE_Scaf10544_0.0
00	PE_Scaf10544_0.7
00	PE_Scaf10545_0.0
11	PE_Scaf10545_0.2
00	PE_Scaf1055_2.5
00	PE_Scaf10552_0.1
00	PE_Scaf10553_0.0
11	PE_Scaf10553_0.15
10	PE_Scaf10553_0.16
11	PE_Scaf10553_0.17
01	PE_Scaf10553_0.8
00	PE_Scaf1056_1.2
NA1	PE_Scaf10567_0.23
11	PE_Scaf10567_0.27
00	PE_Scaf10568_0.10
NA0	PE_Scaf10568_0.5
NANA	PE_Scaf10568_0.9
NA0	PE_Scaf10569_0.2
NA0	PE_Scaf1057_0.0
11	PE_Scaf10572_0.4
11	PE_Scaf10572_0.5
11	PE_Scaf10575_0.1
11	PE_Scaf10575_0.3
00	PE_Scaf10575_1.6
11	PE_Scaf10575_1.7
00	PE_Scaf10576_1.2
00	PE_Scaf10579_0.4
00	PE_Scaf10579_3.7
00	PE_Scaf1058_0.6
00	PE_Scaf1058_1.34
00	PE_Scaf1058_1.6
00	PE_Scaf10580_1.0
11	PE_Scaf10580_1.6
00	PE_Scaf10580_1.9
00	PE_Scaf10580_2.0
00	PE_Scaf10580_2.14
01	PE_Scaf10580_2.5
00	PE_Scaf10580_3.5
00	PE_Scaf10580_4.8
00	PE_Scaf10580_5.2
00	PE_Scaf10580_6.12
11	PE_Scaf10580_6.13
11	PE_Scaf10580_6.5
00	PE_Scaf10580_6.7
11	PE_Scaf10582_0.0
11	PE_Scaf10582_0.1
11	PE_Scaf10582_0.2
11	PE_Scaf10582_0.5
NA0	PE_Scaf10584_1.0
00	PE_Scaf10584_1.3
11	PE_Scaf10584_1.5
01	PE_Scaf10585_0.3
NA0	PE_Scaf10589_0.10
0NA	PE_Scaf10589_0.4
00	PE_Scaf10591_0.1
00	PE_Scaf10591_0.2
00	PE_Scaf10591_1.2
01	PE_Scaf10591_2.3
01	PE_Scaf10593_0.0
01	PE_Scaf10593_0.2
00	PE_Scaf10594_1.6
00	PE_Scaf10594_3.1
00	PE_Scaf10594_3.4
00	PE_Scaf10594_5.0
00	PE_Scaf10594_6.0
00	PE_Scaf10594_6.2
00	PE_Scaf10594_7.3
00	PE_Scaf10594_9.0
NA0	PE_Scaf10594_9.4
00	PE_Scaf10594_9.5
00	PE_Scaf10594_9.6
00	PE_Scaf10596_0.0
11	PE_Scaf10598_0.3
11	PE_Scaf106_3.3
01	PE_Scaf106_5.12
11	PE_Scaf106_5.6
11	PE_Scaf106_5.7
00	PE_Scaf10602_10.2
00	PE_Scaf10602_11.0
00	PE_Scaf10602_12.0
00	PE_Scaf10602_12.5
00	PE_Scaf10602_13.0
01	PE_Scaf10602_3.27
01	PE_Scaf10602_3.28
01	PE_Scaf10602_4.3
11	PE_Scaf10602_6.4
01	PE_Scaf10602_6.5
11	PE_Scaf10602_7.5
11	PE_Scaf10602_7.6
00	PE_Scaf10605_1.1
00	PE_Scaf10605_2.3
11	PE_Scaf10608_0.3
NA1	PE_Scaf10610_1.7
00	PE_Scaf10610_1.8
10	PE_Scaf10610_2.0
11	PE_Scaf10611_0.4
11	PE_Scaf10612_0.0
11	PE_Scaf10613_0.2
11	PE_Scaf10613_1.3
00	PE_Scaf10614_0.5
11	PE_Scaf10614_1.6
11	PE_Scaf10614_2.0
11	PE_Scaf10614_2.7
11	PE_Scaf10614_2.8
11	PE_Scaf10614_3.1
01	PE_Scaf10614_3.6
00	PE_Scaf10614_3.8
01	PE_Scaf10614_4.5
01	PE_Scaf10614_5.4
11	PE_Scaf10614_5.6
NA1	PE_Scaf10617_0.12
00	PE_Scaf10617_0.13
00	PE_Scaf10617_0.15
00	PE_Scaf10618_1.3
00	PE_Scaf10618_12.6
00	PE_Scaf10618_2.2
00	PE_Scaf10618_3.1
00	PE_Scaf10618_4.0
00	PE_Scaf10618_8.4
00	PE_Scaf10618_9.3
NA1	PE_Scaf10619_0.0
11	PE_Scaf10619_0.13
11	PE_Scaf10619_0.9
00	PE_Scaf10620_0.6
11	PE_Scaf10620_0.7
00	PE_Scaf10620_1.4
11	PE_Scaf10621_1.2
00	PE_Scaf10621_10.7
11	PE_Scaf10621_2.1
00	PE_Scaf10621_3.2
00	PE_Scaf10621_4.3
00	PE_Scaf10621_4.4
00	PE_Scaf10621_7.0
00	PE_Scaf10621_7.1
00	PE_Scaf10621_7.2
00	PE_Scaf10621_8.0
00	PE_Scaf10622_2.11
00	PE_Scaf10622_3.4
00	PE_Scaf10622_3.5
11	PE_Scaf10622_4.4
11	PE_Scaf10622_4.7
00	PE_Scaf10624_2.0
00	PE_Scaf10624_2.12
NA0	PE_Scaf10629_0.0
00	PE_Scaf10629_0.2
NA0	PE_Scaf10629_0.5
11	PE_Scaf1063_0.1
01	PE_Scaf10631_0.4
01	PE_Scaf10631_0.5
11	PE_Scaf10636_1.1
01	PE_Scaf10636_11.3
11	PE_Scaf10636_15.4
11	PE_Scaf10636_16.4
01	PE_Scaf10636_16.6
00	PE_Scaf10636_9.3
01	PE_Scaf10639_1.4
11	PE_Scaf10639_2.0
01	PE_Scaf10639_2.2
01	PE_Scaf10639_3.2
01	PE_Scaf10639_4.4
00	PE_Scaf10639_5.3
00	PE_Scaf10639_7.10
01	PE_Scaf10639_7.6
00	PE_Scaf10639_7.7
00	PE_Scaf10639_7.9
00	PE_Scaf1064_0.0
11	PE_Scaf1064_4.4
00	PE_Scaf1064_7.10
00	PE_Scaf10640_0.0
00	PE_Scaf10640_0.6
11	PE_Scaf10641_1.1
11	PE_Scaf10641_1.3
01	PE_Scaf10641_1.8
10	PE_Scaf10641_2.3
00	PE_Scaf10641_2.4
00	PE_Scaf10641_3.13
00	PE_Scaf10641_3.8
11	PE_Scaf10641_6.3
11	PE_Scaf10641_8.1
10	PE_Scaf10641_9.5
01	PE_Scaf10641_9.6
00	PE_Scaf10642_0.2
00	PE_Scaf10642_1.6
00	PE_Scaf10643_0.0
0NA	PE_Scaf10643_0.1
11	PE_Scaf10644_2.0
00	PE_Scaf10644_2.3
00	PE_Scaf10644_4.1
01	PE_Scaf10644_4.5
00	PE_Scaf10646_3.4
00	PE_Scaf10646_3.6
NA1	PE_Scaf10650_0.2
NA0	PE_Scaf10657_0.2
00	PE_Scaf10657_10.3
01	PE_Scaf10657_10.4
01	PE_Scaf10657_11.4
00	PE_Scaf10657_12.6
01	PE_Scaf10657_12.7
01	PE_Scaf10657_13.9
00	PE_Scaf10657_14.4
01	PE_Scaf10657_14.5
00	PE_Scaf10657_15.28
00	PE_Scaf10657_15.29
00	PE_Scaf10657_15.6
00	PE_Scaf10657_15.7
00	PE_Scaf10657_2.4
00	PE_Scaf10657_4.3
00	PE_Scaf10657_4.4
01	PE_Scaf10657_5.5
00	PE_Scaf10657_7.1
00	PE_Scaf10657_7.3
00	PE_Scaf10657_7.9
00	PE_Scaf10657_9.6
00	PE_Scaf10657_9.7
11	PE_Scaf10658_0.12
11	PE_Scaf10658_0.13
01	PE_Scaf10658_0.14
01	PE_Scaf10658_0.15
NA1	PE_Scaf10659_0.4
00	PE_Scaf1066_0.0
00	PE_Scaf1066_0.7
NA0	PE_Scaf10660_0.0
00	PE_Scaf10660_0.2
11	PE_Scaf10662_0.0
11	PE_Scaf10662_0.1
00	PE_Scaf10664_0.1
NANA	PE_Scaf10665_0.0
NA0	PE_Scaf10665_0.2
00	PE_Scaf10666_0.0
00	PE_Scaf10666_0.8
00	PE_Scaf10666_0.9
00	PE_Scaf10668_0.1
00	PE_Scaf10668_0.3
11	PE_Scaf1067_0.2
00	PE_Scaf10671_0.2
00	PE_Scaf10672_1.0
00	PE_Scaf10674_0.0
11	PE_Scaf10678_0.3
00	PE_Scaf10678_1.1
00	PE_Scaf10678_1.9
00	PE_Scaf10678_2.4
NA0	PE_Scaf10678_2.5
00	PE_Scaf10678_4.11
00	PE_Scaf10678_4.12
00	PE_Scaf10678_4.18
00	PE_Scaf10678_4.19
00	PE_Scaf10679_0.0
00	PE_Scaf10680_0.3
00	PE_Scaf10684_2.0
00	PE_Scaf10684_2.1
11	PE_Scaf10687_1.4
00	PE_Scaf1069_1.0
00	PE_Scaf10691_0.0
00	PE_Scaf10691_0.1
NA0	PE_Scaf10691_0.14
00	PE_Scaf10691_0.15
NA0	PE_Scaf10692_0.0
00	PE_Scaf10693_0.0
NANA	PE_Scaf10694_0.0
00	PE_Scaf10694_0.1
NA1	PE_Scaf10695_0.2
NA1	PE_Scaf10697_0.2
11	PE_Scaf10697_1.10
11	PE_Scaf10697_1.7
11	PE_Scaf10697_1.9
NA1	PE_Scaf10698_0.0
10	PE_Scaf107_1.12
01	PE_Scaf107_1.6
NA1	PE_Scaf107_1.8
01	PE_Scaf107_2.4
11	PE_Scaf107_2.5
NA1	PE_Scaf10701_0.1
00	PE_Scaf10702_0.3
11	PE_Scaf10703_1.6
00	PE_Scaf10703_2.1
00	PE_Scaf10703_3.6
00	PE_Scaf10703_3.7
01	PE_Scaf10706_1.15
01	PE_Scaf10706_1.8
11	PE_Scaf10706_1.9
00	PE_Scaf10706_2.5
01	PE_Scaf10706_2.6
11	PE_Scaf10706_3.3
00	PE_Scaf10706_4.6
00	PE_Scaf10706_4.7
00	PE_Scaf10706_5.3
00	PE_Scaf10709_0.0
00	PE_Scaf10709_0.2
00	PE_Scaf10711_1.6
00	PE_Scaf10712_0.16
00	PE_Scaf10712_0.2
00	PE_Scaf10712_0.3
NANA	PE_Scaf10712_0.5
00	PE_Scaf10712_0.6
00	PE_Scaf10712_0.7
01	PE_Scaf10713_2.11
11	PE_Scaf10713_2.14
11	PE_Scaf1072_0.6
11	PE_Scaf10720_0.0
NA1	PE_Scaf10721_0.4
0NA	PE_Scaf10722_0.1
11	PE_Scaf10723_1.5
00	PE_Scaf10723_1.6
00	PE_Scaf10725_0.7
01	PE_Scaf10726_0.2
00	PE_Scaf10729_0.0
00	PE_Scaf1073_0.1
00	PE_Scaf10730_0.6
00	PE_Scaf10730_0.7
00	PE_Scaf10732_0.5
00	PE_Scaf10735_0.0
00	PE_Scaf10735_0.14
00	PE_Scaf10735_0.6
11	PE_Scaf10736_1.2
01	PE_Scaf10736_2.13
01	PE_Scaf10736_2.14
01	PE_Scaf10736_2.15
11	PE_Scaf10736_2.3
01	PE_Scaf10736_2.9
00	PE_Scaf10737_0.2
00	PE_Scaf1074_0.3
00	PE_Scaf10740_0.4
00	PE_Scaf10740_0.6
00	PE_Scaf10745_0.2
00	PE_Scaf10745_0.4
00	PE_Scaf10745_1.2
00	PE_Scaf10745_1.32
00	PE_Scaf10745_1.4
00	PE_Scaf10745_1.50
00	PE_Scaf10745_1.52
00	PE_Scaf10747_0.0
00	PE_Scaf10748_1.3
00	PE_Scaf10748_4.0
00	PE_Scaf10748_6.5
00	PE_Scaf10748_6.8
00	PE_Scaf10748_6.9
11	PE_Scaf10749_0.3
11	PE_Scaf10749_1.2
11	PE_Scaf10749_1.8
00	PE_Scaf10750_0.4
NA0	PE_Scaf10752_0.0
NANA	PE_Scaf10752_0.3
11	PE_Scaf10753_1.3
01	PE_Scaf10753_11.11
NA1	PE_Scaf10753_11.6
11	PE_Scaf10753_11.8
00	PE_Scaf10753_2.2
00	PE_Scaf10753_4.10
01	PE_Scaf10753_4.18
10	PE_Scaf10753_4.8
NA0	PE_Scaf10753_4.9
11	PE_Scaf10753_5.0
11	PE_Scaf10753_5.1
00	PE_Scaf10753_5.4
11	PE_Scaf10753_6.4
00	PE_Scaf10753_7.12
01	PE_Scaf10753_7.13
11	PE_Scaf10753_7.14
01	PE_Scaf10753_7.5
01	PE_Scaf10753_7.7
01	PE_Scaf10753_8.10
01	PE_Scaf10753_8.6
01	PE_Scaf10753_8.7
11	PE_Scaf10753_9.2
00	PE_Scaf10754_0.0
11	PE_Scaf10755_0.0
11	PE_Scaf10757_0.0
1NA	PE_Scaf10757_0.1
00	PE_Scaf10759_0.3
00	PE_Scaf10759_0.7
00	PE_Scaf10759_0.8
NANA	PE_Scaf10759_0.9
01	PE_Scaf1076_1.11
01	PE_Scaf1076_1.6
00	PE_Scaf1076_1.7
NA1	PE_Scaf1076_1.8
01	PE_Scaf1076_10.2
11	PE_Scaf1076_10.3
00	PE_Scaf1076_2.2
00	PE_Scaf1076_4.16
01	PE_Scaf1076_4.4
10	PE_Scaf1076_4.5
11	PE_Scaf1076_4.6
11	PE_Scaf1076_6.5
01	PE_Scaf1076_6.6
01	PE_Scaf1076_7.2
00	PE_Scaf1076_8.0
11	PE_Scaf10761_0.3
NA0	PE_Scaf10762_0.4
00	PE_Scaf10762_0.5
00	PE_Scaf10763_0.0
00	PE_Scaf10765_0.5
00	PE_Scaf10766_1.0
00	PE_Scaf10766_3.0
00	PE_Scaf10769_0.0
00	PE_Scaf10769_0.8
00	PE_Scaf10769_0.9
NA1	PE_Scaf10771_0.2
00	PE_Scaf10771_1.12
11	PE_Scaf10771_1.6
00	PE_Scaf10771_1.7
01	PE_Scaf10772_1.4
00	PE_Scaf10773_0.3
01	PE_Scaf10773_0.4
00	PE_Scaf10773_1.0
00	PE_Scaf10773_1.3
00	PE_Scaf10773_2.2
00	PE_Scaf10773_3.3
11	PE_Scaf10773_5.3
11	PE_Scaf10773_6.11
NA0	PE_Scaf10773_6.4
00	PE_Scaf10774_0.4
11	PE_Scaf10780_0.0
11	PE_Scaf10780_0.1
01	PE_Scaf10780_0.5
11	PE_Scaf10780_0.6
11	PE_Scaf10780_0.7
11	PE_Scaf10780_1.0
11	PE_Scaf10780_1.6
00	PE_Scaf10780_2.4
01	PE_Scaf10780_2.6
11	PE_Scaf10783_1.2
01	PE_Scaf10783_1.6
11	PE_Scaf10783_1.8
11	PE_Scaf10783_2.2
01	PE_Scaf10783_2.3
01	PE_Scaf10783_3.7
00	PE_Scaf10790_1.4
00	PE_Scaf10790_3.4
01	PE_Scaf10790_4.10
11	PE_Scaf10790_4.11
00	PE_Scaf10790_4.22
01	PE_Scaf10790_4.26
01	PE_Scaf10790_4.9
00	PE_Scaf10791_0.1
00	PE_Scaf10791_1.2
00	PE_Scaf10791_5.0
01	PE_Scaf10792_0.3
NA1	PE_Scaf10792_0.4
00	PE_Scaf10792_1.2
00	PE_Scaf10792_1.3
00	PE_Scaf10792_1.33
01	PE_Scaf10792_1.5
01	PE_Scaf10792_1.8
00	PE_Scaf10796_0.1
00	PE_Scaf10796_2.3
01	PE_Scaf10796_3.1
01	PE_Scaf10796_4.3
00	PE_Scaf10796_6.3
00	PE_Scaf10797_10.10
00	PE_Scaf10797_10.3
00	PE_Scaf10797_10.9
00	PE_Scaf10797_11.1
00	PE_Scaf10797_12.4
00	PE_Scaf10797_12.6
00	PE_Scaf10797_13.1
11	PE_Scaf10797_13.2
00	PE_Scaf10797_13.5
00	PE_Scaf10797_3.2
01	PE_Scaf10797_6.2
01	PE_Scaf10797_7.5
00	PE_Scaf10797_7.6
00	PE_Scaf10797_9.4
11	PE_Scaf10797_9.6
11	PE_Scaf10799_0.4
01	PE_Scaf10799_3.5
00	PE_Scaf10799_3.6
01	PE_Scaf108_1.1
00	PE_Scaf108_3.0
00	PE_Scaf108_6.1
00	PE_Scaf108_6.3
00	PE_Scaf108_6.5
00	PE_Scaf108_7.6
01	PE_Scaf1080_0.3
11	PE_Scaf1080_0.6
01	PE_Scaf1080_1.11
11	PE_Scaf1080_1.12
01	PE_Scaf10801_0.6
00	PE_Scaf10801_2.3
00	PE_Scaf10801_2.6
00	PE_Scaf10801_3.10
00	PE_Scaf10801_3.11
00	PE_Scaf10803_2.4
00	PE_Scaf10804_0.2
00	PE_Scaf10808_0.1
NA0	PE_Scaf10809_0.0
NA1	PE_Scaf10811_0.3
00	PE_Scaf10812_0.4
00	PE_Scaf10813_0.3
NA1	PE_Scaf10814_0.5
00	PE_Scaf10815_0.0
00	PE_Scaf10815_0.11
00	PE_Scaf10815_0.12
01	PE_Scaf10817_0.2
NA0	PE_Scaf10818_0.2
11	PE_Scaf10818_1.4
00	PE_Scaf10818_2.7
11	PE_Scaf1082_0.6
00	PE_Scaf1082_0.8
11	PE_Scaf10820_0.1
00	PE_Scaf10821_1.0
00	PE_Scaf10821_1.1
00	PE_Scaf10821_11.4
11	PE_Scaf10821_13.4
00	PE_Scaf10821_17.0
00	PE_Scaf10821_19.0
11	PE_Scaf10821_20.7
11	PE_Scaf10821_24.1
11	PE_Scaf10821_24.2
11	PE_Scaf10821_24.5
10	PE_Scaf10821_25.0
11	PE_Scaf10821_4.23
01	PE_Scaf10821_4.4
00	PE_Scaf10821_4.5
11	PE_Scaf10821_4.6
01	PE_Scaf10821_5.6
11	PE_Scaf10821_5.8
00	PE_Scaf10821_9.0
01	PE_Scaf10822_1.6
11	PE_Scaf10824_0.2
01	PE_Scaf10824_1.10
11	PE_Scaf10824_1.3
11	PE_Scaf10824_2.2
11	PE_Scaf10824_4.0
11	PE_Scaf10824_4.2
11	PE_Scaf10824_6.6
01	PE_Scaf10824_6.7
01	PE_Scaf10825_0.4
00	PE_Scaf10825_1.0
00	PE_Scaf10825_1.2
00	PE_Scaf10825_1.6
00	PE_Scaf10825_1.7
00	PE_Scaf10825_2.6
00	PE_Scaf10825_2.8
NA0	PE_Scaf10825_2.9
0NA	PE_Scaf10826_0.0
00	PE_Scaf10827_1.6
NA0	PE_Scaf10827_1.7
00	PE_Scaf10829_1.2
00	PE_Scaf10829_1.3
00	PE_Scaf10829_2.0
00	PE_Scaf10829_2.5
00	PE_Scaf10829_3.1
00	PE_Scaf10829_3.7
00	PE_Scaf10829_6.16
00	PE_Scaf10829_6.4
00	PE_Scaf10829_6.5
00	PE_Scaf10829_6.9
00	PE_Scaf10831_0.3
11	PE_Scaf10832_0.1
11	PE_Scaf10833_0.3
11	PE_Scaf10833_1.13
01	PE_Scaf10833_1.4
10	PE_Scaf10833_1.5
00	PE_Scaf10833_5.0
10	PE_Scaf10833_5.17
00	PE_Scaf10833_5.8
NA0	PE_Scaf10836_0.3
00	PE_Scaf10836_2.5
01	PE_Scaf10836_2.6
00	PE_Scaf10837_0.3
00	PE_Scaf10837_3.6
NANA	PE_Scaf10838_0.5
00	PE_Scaf10838_0.8
01	PE_Scaf10839_0.1
00	PE_Scaf10839_1.4
01	PE_Scaf10839_1.7
01	PE_Scaf10839_1.8
01	PE_Scaf10839_2.7
00	PE_Scaf10839_2.8
01	PE_Scaf10839_2.9
00	PE_Scaf10839_3.3
10	PE_Scaf10839_3.4
11	PE_Scaf10839_4.12
11	PE_Scaf10839_4.5
01	PE_Scaf10839_4.6
01	PE_Scaf10839_5.1
00	PE_Scaf10839_5.8
00	PE_Scaf1084_1.4
00	PE_Scaf1084_1.8
11	PE_Scaf1084_2.0
11	PE_Scaf1084_2.12
11	PE_Scaf1084_2.21
11	PE_Scaf10840_0.3
00	PE_Scaf10843_0.10
00	PE_Scaf10843_0.9
00	PE_Scaf10845_0.1
01	PE_Scaf10846_0.0
11	PE_Scaf10846_0.5
00	PE_Scaf10846_0.7
01	PE_Scaf10847_0.4
01	PE_Scaf10847_0.9
00	PE_Scaf10851_0.3
NA1	PE_Scaf10853_0.0
NA0	PE_Scaf10855_0.0
00	PE_Scaf10856_0.1
11	PE_Scaf10856_0.8
00	PE_Scaf10857_1.0
00	PE_Scaf10857_1.6
00	PE_Scaf10857_1.7
11	PE_Scaf10858_2.5
01	PE_Scaf10858_2.7
11	PE_Scaf10859_0.1
NA1	PE_Scaf10859_0.10
NANA	PE_Scaf1086_0.1
00	PE_Scaf10861_0.0
00	PE_Scaf10861_0.2
NA0	PE_Scaf10861_0.3
01	PE_Scaf10861_1.1
00	PE_Scaf10861_11.4
01	PE_Scaf10861_11.7
01	PE_Scaf10861_2.11
01	PE_Scaf10861_2.5
01	PE_Scaf10861_2.7
11	PE_Scaf10861_3.9
00	PE_Scaf10861_4.5
00	PE_Scaf10861_4.6
00	PE_Scaf10861_7.4
00	PE_Scaf10861_7.5
11	PE_Scaf10862_0.2
NA0	PE_Scaf10863_0.23
11	PE_Scaf10864_0.5
01	PE_Scaf10864_0.6
00	PE_Scaf10865_0.0
00	PE_Scaf10866_1.2
00	PE_Scaf10866_2.4
00	PE_Scaf10866_5.4
01	PE_Scaf10866_6.6
01	PE_Scaf10866_7.3
0NA	PE_Scaf10868_0.6
00	PE_Scaf10869_0.0
NANA	PE_Scaf10869_0.1
NA1	PE_Scaf1087_0.6
NA0	PE_Scaf10871_0.0
NA0	PE_Scaf10871_0.2
00	PE_Scaf10877_1.25
00	PE_Scaf10877_1.5
00	PE_Scaf10879_0.0
11	PE_Scaf10879_1.0
00	PE_Scaf10879_1.5
01	PE_Scaf1088_0.3
00	PE_Scaf10882_0.1
00	PE_Scaf10882_0.5
00	PE_Scaf10882_1.0
00	PE_Scaf10883_0.7
00	PE_Scaf10883_0.8
NA0	PE_Scaf10884_0.2
01	PE_Scaf10885_0.10
00	PE_Scaf10885_0.5
01	PE_Scaf10885_0.9
00	PE_Scaf10886_0.0
00	PE_Scaf10886_1.5
00	PE_Scaf10888_0.12
00	PE_Scaf10888_0.14
10	PE_Scaf10889_0.3
00	PE_Scaf10893_0.3
00	PE_Scaf10893_1.5
00	PE_Scaf10893_1.6
00	PE_Scaf10893_2.6
00	PE_Scaf10893_3.6
00	PE_Scaf10893_3.8
00	PE_Scaf10893_4.2
NA0	PE_Scaf10893_4.3
00	PE_Scaf10893_4.6
10	PE_Scaf10896_0.1
00	PE_Scaf10896_0.12
NA0	PE_Scaf10896_0.15
00	PE_Scaf10899_10.8
00	PE_Scaf10899_16.5
00	PE_Scaf10899_16.6
00	PE_Scaf10899_16.8
00	PE_Scaf10899_2.3
00	PE_Scaf10899_3.6
00	PE_Scaf10899_5.2
00	PE_Scaf10899_6.5
00	PE_Scaf10899_6.6
00	PE_Scaf10899_6.7
00	PE_Scaf10899_7.0
11	PE_Scaf109_0.4
01	PE_Scaf109_0.7
NA1	PE_Scaf10902_0.0
1NA	PE_Scaf10905_0.1
NA0	PE_Scaf10905_0.3
00	PE_Scaf1091_0.1
00	PE_Scaf1091_1.4
NA1	PE_Scaf10910_0.1
1NA	PE_Scaf10910_1.0
11	PE_Scaf10910_1.1
11	PE_Scaf10910_1.6
01	PE_Scaf10910_1.7
00	PE_Scaf10910_2.1
00	PE_Scaf10910_3.7
11	PE_Scaf10910_3.8
NA1	PE_Scaf10911_4.10
11	PE_Scaf10911_4.3
00	PE_Scaf10911_4.7
NA1	PE_Scaf10911_5.0
01	PE_Scaf10911_5.6
11	PE_Scaf10911_5.8
00	PE_Scaf10912_0.0
00	PE_Scaf10912_0.6
11	PE_Scaf10914_0.0
11	PE_Scaf10914_0.1
01	PE_Scaf10914_0.2
00	PE_Scaf10915_1.0
00	PE_Scaf10915_1.5
00	PE_Scaf10915_2.5
01	PE_Scaf10915_3.5
11	PE_Scaf10915_3.6
00	PE_Scaf10915_3.7
01	PE_Scaf10916_0.2
00	PE_Scaf10916_1.0
00	PE_Scaf10916_1.5
00	PE_Scaf10916_4.5
00	PE_Scaf10916_6.0
11	PE_Scaf10916_6.4
11	PE_Scaf10917_1.5
01	PE_Scaf10917_1.6
00	PE_Scaf1092_0.2
00	PE_Scaf1092_1.4
NA0	PE_Scaf1092_1.5
01	PE_Scaf10921_0.3
11	PE_Scaf10921_0.4
00	PE_Scaf10921_1.3
00	PE_Scaf10921_3.6
01	PE_Scaf10921_4.3
00	PE_Scaf10921_4.4
11	PE_Scaf10921_5.2
01	PE_Scaf10921_6.3
00	PE_Scaf10921_7.4
11	PE_Scaf10928_0.10
11	PE_Scaf10928_0.12
